Pet, Gender, Education, Urbanicity, Children, Employment, Income
0, 0, Less than high school, Rural, 0, 1, 22265
0, 1, Bachelor's degree +, Rural, 0, 1, 54604
1, 0, Some college, Urban, 0, 1, 39888
1, 1, High school, Urban, 0, 1, 29059
0, 0, Bachelor's degree +, Suburban, 0, 1, 70454
0, 1, Bachelor's degree +, Suburban, 0, 0, 54133
1, 1, High school, Urban, 1, 0, 28864
1, 0, Less than high school, Suburban, 0, 1, 22180
1, 1, Less than high school, Rural, 0, 1, 20775
0, 1, Bachelor's degree +, Suburban, 0, 1, 54551
1, 1, High school, Urban, 0, 0, 28918
0, 0, Bachelor's degree +, Urban, 0, 1, 70106
1, 0, Some college, Rural, 1, 1, 39837
0, 1, Bachelor's degree +, Urban, 0, 0, 54432
1, 0, Bachelor's degree +, Suburban, 0, 0, 70443
1, 1, Some college, Suburban, 0, 1, 33353
1, 0, High school, Urban, 0, 1, 32234
0, 1, Less than high school, Suburban, 1, 1, 20641
1, 1, High school, Rural, 0, 1, 28805
1, 1, Some college, Urban, 1, 1, 33360
1, 0, Some college, Suburban, 0, 1, 39777
1, 0, Bachelor's degree +, Urban, 1, 1, 70533
1, 0, Bachelor's degree +, Rural, 0, 1, 70470
1, 0, High school, Urban, 0, 0, 32227
1, 0, Bachelor's degree +, Rural, 0, 0, 70541
1, 0, Bachelor's degree +, Urban, 0, 0, 70892
1, 1, Some college, Rural, 0, 1, 33357
1, 0, Some college, Suburban, 1, 1, 39938
0, 0, Less than high school, Suburban, 0, 0, 22317
1, 1, High school, Suburban, 0, 0, 28965
1, 0, Less than high school, Suburban, 0, 1, 22183
0, 0, Some college, Suburban, 1, 1, 39819
1, 1, Bachelor's degree +, Rural, 0, 0, 54490
1, 0, Bachelor's degree +, Rural, 1, 1, 70369
0, 0, Some college, Suburban, 0, 0, 40023
1, 1, Bachelor's degree +, Urban, 0, 1, 54557
1, 1, Some college, Rural, 0, 1, 33223
0, 0, High school, Suburban, 0, 0, 32495
0, 1, Bachelor's degree +, Suburban, 0, 1, 54389
0, 0, Some college, Suburban, 0, 0, 39799
1, 0, Some college, Urban, 0, 1, 39807
1, 1, Some college, Urban, 0, 1, 33349
1, 1, Bachelor's degree +, Suburban, 0, 1, 54788
0, 1, Bachelor's degree +, Suburban, 0, 1, 54526
1, 1, Bachelor's degree +, Suburban, 1, 1, 54524
1, 1, Bachelor's degree +, Urban, 0, 0, 54493
1, 1, Some college, Suburban, 0, 1, 33253
1, 0, Bachelor's degree +, Urban, 0, 1, 70658
1, 1, High school, Rural, 0, 0, 28923
0, 0, Bachelor's degree +, Rural, 0, 0, 70258
0, 0, Bachelor's degree +, Urban, 0, 1, 70483
0, 1, Some college, Suburban, 1, 1, 33462
1, 1, High school, Urban, 0, 1, 28925
1, 0, Bachelor's degree +, Suburban, 0, 1, 70412
0, 0, High school, Urban, 1, 1, 32532
0, 0, High school, Suburban, 0, 0, 32274
0, 1, Bachelor's degree +, Suburban, 0, 1, 54478
0, 0, High school, Urban, 0, 0, 32495
1, 1, Less than high school, Rural, 0, 1, 20846
1, 0, High school, Urban, 0, 1, 32377
0, 1, Bachelor's degree +, Suburban, 0, 1, 54750
1, 1, Some college, Urban, 0, 0, 33391
0, 0, Less than high school, Rural, 1, 1, 22208
1, 1, Bachelor's degree +, Suburban, 0, 1, 54505
0, 0, High school, Suburban, 0, 0, 32354
0, 0, High school, Suburban, 0, 0, 32433
1, 1, Bachelor's degree +, Rural, 0, 1, 54352
0, 0, Some college, Suburban, 0, 1, 40056
0, 0, Bachelor's degree +, Urban, 1, 0, 70023
0, 1, Some college, Suburban, 0, 1, 33359
1, 1, Some college, Urban, 1, 0, 33101
1, 0, Less than high school, Suburban, 1, 1, 22299
1, 1, High school, Suburban, 1, 1, 28905
1, 0, High school, Suburban, 1, 1, 32258
1, 0, Bachelor's degree +, Suburban, 1, 0, 70035
1, 0, Less than high school, Suburban, 1, 1, 22238
1, 1, High school, Urban, 0, 1, 28873
0, 0, Bachelor's degree +, Suburban, 0, 1, 70815
1, 0, High school, Urban, 1, 1, 32407
1, 1, Some college, Rural, 0, 1, 33404
1, 0, High school, Suburban, 0, 1, 32361
0, 0, Some college, Urban, 0, 0, 39803
1, 0, Bachelor's degree +, Suburban, 0, 1, 70382
0, 1, Bachelor's degree +, Urban, 0, 0, 54624
0, 1, Some college, Suburban, 1, 0, 33286
1, 1, High school, Urban, 0, 0, 28896
1, 1, Some college, Suburban, 1, 0, 33324
1, 0, High school, Urban, 0, 1, 32404
0, 0, Some college, Suburban, 0, 1, 40012
0, 1, Bachelor's degree +, Suburban, 0, 0, 54312
0, 0, High school, Suburban, 1, 1, 32319
1, 0, Some college, Suburban, 0, 1, 39653
1, 1, Some college, Suburban, 1, 1, 33293
0, 0, Bachelor's degree +, Urban, 0, 1, 70659
0, 0, High school, Urban, 0, 1, 32336
1, 0, High school, Suburban, 0, 1, 32298
0, 0, Bachelor's degree +, Rural, 0, 0, 70431
1, 1, Some college, Urban, 0, 1, 33320
1, 0, Bachelor's degree +, Urban, 1, 1, 70675
1, 0, Less than high school, Suburban, 0, 0, 22164
0, 1, High school, Suburban, 1, 1, 28790
1, 0, Some college, Suburban, 1, 0, 39767
1, 1, Bachelor's degree +, Suburban, 1, 1, 54483
1, 0, High school, Suburban, 1, 0, 32293
0, 0, Bachelor's degree +, Urban, 0, 1, 70600
0, 1, Bachelor's degree +, Suburban, 0, 0, 54607
0, 1, High school, Urban, 0, 0, 28914
0, 0, Bachelor's degree +, Urban, 0, 0, 70230
1, 1, High school, Rural, 0, 1, 29101
1, 1, Bachelor's degree +, Urban, 1, 1, 54395
0, 1, High school, Urban, 0, 1, 28837
1, 1, Some college, Suburban, 1, 1, 33354
1, 1, High school, Suburban, 1, 1, 29128
0, 1, Some college, Urban, 0, 1, 33277
0, 0, High school, Rural, 1, 1, 32118
1, 0, Some college, Urban, 0, 1, 39774
0, 0, High school, Urban, 0, 1, 32298
1, 0, Some college, Suburban, 0, 0, 39833
1, 0, Bachelor's degree +, Rural, 0, 1, 70044
0, 1, High school, Suburban, 1, 1, 29005
0, 0, Bachelor's degree +, Suburban, 1, 1, 70247
0, 0, Some college, Urban, 1, 0, 39940
1, 1, Some college, Suburban, 0, 1, 33370
1, 1, High school, Suburban, 0, 1, 28827
1, 1, Some college, Urban, 0, 0, 33324
0, 0, Some college, Urban, 0, 0, 39490
0, 0, Bachelor's degree +, Suburban, 0, 0, 70550
1, 0, Some college, Suburban, 0, 1, 39567
0, 1, Some college, Suburban, 0, 1, 33224
1, 0, Some college, Urban, 0, 1, 39813
0, 0, Bachelor's degree +, Suburban, 0, 0, 70223
0, 1, High school, Suburban, 0, 1, 28889
0, 0, Bachelor's degree +, Suburban, 0, 0, 70442
1, 1, Bachelor's degree +, Rural, 0, 1, 54712
1, 1, Bachelor's degree +, Rural, 1, 0, 54197
0, 0, Bachelor's degree +, Suburban, 1, 0, 70602
0, 0, Some college, Suburban, 1, 0, 40046
0, 0, Some college, Suburban, 0, 0, 39813
1, 1, Bachelor's degree +, Urban, 1, 0, 54501
1, 0, Less than high school, Suburban, 0, 1, 22214
0, 1, Bachelor's degree +, Suburban, 0, 1, 55016
0, 0, Bachelor's degree +, Suburban, 0, 1, 70461
1, 0, High school, Suburban, 0, 1, 32080
0, 1, High school, Rural, 1, 0, 28989
0, 0, Some college, Rural, 0, 1, 39839
1, 0, High school, Urban, 0, 1, 32092
0, 1, Some college, Suburban, 0, 0, 33282
0, 1, Some college, Suburban, 0, 1, 33554
1, 1, Bachelor's degree +, Suburban, 1, 1, 54010
0, 1, Bachelor's degree +, Suburban, 1, 0, 54315
1, 0, High school, Urban, 0, 0, 32400
0, 0, Bachelor's degree +, Urban, 0, 0, 70559
1, 1, Some college, Suburban, 1, 1, 33581
1, 0, Bachelor's degree +, Rural, 1, 0, 70826
1, 1, Bachelor's degree +, Suburban, 0, 1, 54211
1, 1, Bachelor's degree +, Rural, 1, 1, 54569
0, 0, Some college, Urban, 1, 1, 40120
0, 0, Bachelor's degree +, Urban, 0, 1, 70421
0, 0, High school, Suburban, 0, 0, 32297
0, 0, High school, Urban, 0, 1, 32326
1, 0, Some college, Suburban, 0, 1, 39709
0, 1, High school, Suburban, 1, 0, 29016
1, 1, Bachelor's degree +, Suburban, 0, 0, 54774
1, 0, Some college, Urban, 1, 1, 40069
1, 1, Bachelor's degree +, Urban, 0, 1, 54597
1, 1, High school, Urban, 0, 0, 29118
0, 0, High school, Suburban, 0, 0, 32330
1, 1, Some college, Suburban, 0, 1, 33436
1, 0, Some college, Rural, 0, 1, 39797
0, 0, Some college, Suburban, 0, 0, 40033
0, 0, Bachelor's degree +, Suburban, 0, 1, 70374
0, 0, Bachelor's degree +, Urban, 0, 0, 70642
0, 0, Bachelor's degree +, Urban, 0, 0, 70020
1, 1, Less than high school, Suburban, 1, 1, 20860
1, 0, High school, Suburban, 0, 1, 32385
1, 1, Bachelor's degree +, Suburban, 0, 0, 54360
1, 0, Bachelor's degree +, Urban, 1, 1, 70432
1, 0, Bachelor's degree +, Urban, 1, 1, 70447
1, 1, Less than high school, Suburban, 1, 1, 20825
1, 1, Some college, Urban, 0, 1, 33360
1, 1, Bachelor's degree +, Urban, 0, 1, 54210
0, 1, High school, Urban, 0, 0, 28921
0, 1, Less than high school, Suburban, 1, 0, 20768
0, 1, Bachelor's degree +, Suburban, 0, 0, 54224
1, 0, Some college, Rural, 0, 1, 40066
1, 0, Some college, Suburban, 0, 1, 39861
1, 1, Some college, Urban, 0, 1, 33359
0, 1, Bachelor's degree +, Rural, 1, 1, 54982
0, 1, Bachelor's degree +, Urban, 0, 0, 54729
0, 0, Less than high school, Urban, 0, 0, 22221
1, 1, Some college, Suburban, 0, 1, 33403
1, 1, High school, Rural, 0, 1, 28881
0, 0, Some college, Suburban, 0, 0, 39815
1, 1, Bachelor's degree +, Suburban, 0, 0, 54405
1, 1, Bachelor's degree +, Suburban, 1, 1, 54023
0, 1, Some college, Suburban, 0, 1, 33320
1, 1, High school, Rural, 0, 1, 28967
1, 1, Less than high school, Suburban, 0, 1, 20711
1, 0, Some college, Urban, 0, 0, 39648
1, 0, Some college, Rural, 0, 0, 39649
0, 0, Bachelor's degree +, Suburban, 1, 1, 70429
0, 0, High school, Urban, 0, 0, 32263
1, 1, High school, Rural, 0, 1, 28898
1, 1, High school, Rural, 0, 0, 28929
0, 1, Bachelor's degree +, Urban, 0, 1, 54316
0, 0, Less than high school, Suburban, 0, 1, 22222
1, 1, Bachelor's degree +, Urban, 1, 0, 54466
0, 1, High school, Urban, 0, 0, 28895
0, 1, Bachelor's degree +, Suburban, 0, 1, 54407
1, 1, Bachelor's degree +, Rural, 0, 1, 54479
1, 0, Some college, Urban, 0, 0, 39654
0, 0, Bachelor's degree +, Suburban, 0, 1, 70382
0, 1, Some college, Rural, 0, 0, 33322
1, 0, Some college, Suburban, 0, 1, 39821
1, 1, Some college, Suburban, 1, 1, 33423
1, 1, High school, Urban, 1, 0, 29055
1, 1, Some college, Suburban, 0, 1, 33266
0, 1, Some college, Urban, 0, 0, 33380
1, 1, Less than high school, Rural, 0, 0, 20792
1, 0, Some college, Rural, 0, 1, 40145
0, 0, High school, Suburban, 0, 1, 32305
0, 0, Bachelor's degree +, Urban, 0, 1, 70116
1, 1, High school, Urban, 0, 1, 29093
1, 1, Bachelor's degree +, Suburban, 0, 1, 54347
0, 0, Bachelor's degree +, Suburban, 0, 0, 70449
0, 0, Some college, Suburban, 0, 0, 39739
0, 1, Some college, Suburban, 0, 1, 33408
0, 1, Bachelor's degree +, Urban, 0, 0, 54475
1, 0, Bachelor's degree +, Urban, 0, 1, 70441
1, 0, Some college, Urban, 0, 1, 39880
0, 0, Bachelor's degree +, Suburban, 0, 1, 70517
1, 1, Some college, Rural, 0, 1, 33411
1, 0, Less than high school, Rural, 0, 1, 22332
1, 0, Less than high school, Suburban, 1, 0, 22316
0, 1, High school, Suburban, 0, 1, 28807
0, 1, Some college, Rural, 0, 0, 33465
1, 1, Some college, Urban, 0, 1, 33423
1, 1, Some college, Suburban, 0, 1, 33462
1, 1, High school, Suburban, 0, 1, 28906
1, 0, Some college, Urban, 1, 0, 39910
0, 0, Some college, Rural, 0, 0, 39778
1, 1, High school, Suburban, 1, 0, 29019
1, 0, Bachelor's degree +, Suburban, 0, 0, 70401
0, 0, High school, Urban, 1, 0, 32126
1, 0, High school, Rural, 0, 1, 32253
0, 1, Less than high school, Urban, 0, 0, 20825
0, 1, Less than high school, Suburban, 0, 1, 20926
0, 1, High school, Urban, 0, 1, 28902
1, 1, High school, Rural, 0, 1, 29067
1, 0, Some college, Rural, 0, 1, 39856
1, 0, Bachelor's degree +, Suburban, 0, 1, 70547
0, 1, Bachelor's degree +, Suburban, 0, 1, 54737
0, 0, High school, Suburban, 1, 1, 32317
1, 1, High school, Suburban, 0, 1, 28681
1, 1, High school, Urban, 0, 1, 29006
0, 0, Less than high school, Suburban, 0, 0, 22242
1, 1, High school, Rural, 1, 1, 28897
0, 1, High school, Urban, 0, 0, 28744
1, 1, High school, Suburban, 0, 1, 28878
0, 0, Bachelor's degree +, Suburban, 0, 0, 71009
0, 0, High school, Suburban, 0, 1, 32324
0, 0, Some college, Suburban, 0, 1, 39705
1, 1, High school, Suburban, 1, 1, 29001
1, 1, Bachelor's degree +, Rural, 1, 1, 54477
1, 1, Bachelor's degree +, Rural, 0, 1, 54410
0, 1, High school, Suburban, 0, 1, 28957
0, 1, High school, Suburban, 0, 1, 29007
0, 0, Some college, Rural, 1, 1, 39682
1, 1, Some college, Suburban, 0, 1, 33599
0, 1, High school, Suburban, 0, 0, 28987
0, 0, High school, Suburban, 0, 0, 32289
0, 0, Less than high school, Suburban, 0, 0, 22207
0, 1, Less than high school, Suburban, 1, 0, 20830
0, 1, Bachelor's degree +, Suburban, 0, 0, 54113
0, 0, High school, Urban, 1, 1, 32188
1, 1, High school, Suburban, 0, 1, 28885
1, 1, Some college, Suburban, 1, 0, 33118
1, 0, High school, Rural, 0, 0, 32544
1, 0, Some college, Urban, 0, 0, 39807
1, 0, Bachelor's degree +, Rural, 0, 1, 70573
0, 1, Bachelor's degree +, Urban, 0, 0, 54482
1, 1, Some college, Suburban, 0, 1, 33371
1, 1, Bachelor's degree +, Urban, 1, 1, 54127
1, 1, Some college, Urban, 1, 0, 33478
1, 0, Some college, Suburban, 0, 1, 39750
0, 0, Bachelor's degree +, Suburban, 0, 0, 70340
1, 1, Bachelor's degree +, Rural, 0, 1, 54784
0, 0, High school, Rural, 0, 1, 32327
1, 1, Some college, Urban, 0, 1, 33486
1, 1, Bachelor's degree +, Suburban, 0, 1, 54546
1, 1, Bachelor's degree +, Urban, 0, 1, 54480
1, 0, Less than high school, Suburban, 0, 1, 22203
0, 1, High school, Rural, 1, 1, 28909
0, 1, High school, Suburban, 1, 1, 28922
0, 0, Bachelor's degree +, Suburban, 0, 0, 70097
1, 0, High school, Suburban, 1, 0, 32204
0, 0, Bachelor's degree +, Rural, 0, 1, 70506
1, 1, Bachelor's degree +, Suburban, 0, 1, 54459
1, 1, Some college, Urban, 1, 0, 33336
0, 1, Some college, Suburban, 0, 1, 33557
0, 0, Some college, Urban, 0, 1, 39686
1, 1, Some college, Urban, 0, 1, 33523
0, 0, Bachelor's degree +, Urban, 0, 1, 70497
0, 1, Bachelor's degree +, Suburban, 1, 1, 54258
1, 1, High school, Urban, 0, 1, 29056
1, 1, Bachelor's degree +, Suburban, 0, 1, 54548
1, 1, Bachelor's degree +, Urban, 0, 1, 54720
1, 1, Bachelor's degree +, Urban, 0, 1, 54595
0, 1, Some college, Rural, 0, 0, 33379
1, 1, Bachelor's degree +, Urban, 0, 1, 54283
1, 1, High school, Suburban, 0, 1, 28848
1, 0, Some college, Urban, 0, 1, 39535
1, 1, High school, Suburban, 0, 0, 28983
1, 1, Bachelor's degree +, Urban, 1, 0, 54795
1, 1, Some college, Suburban, 1, 1, 33409
1, 0, Some college, Urban, 0, 0, 39575
1, 0, Bachelor's degree +, Suburban, 0, 0, 70563
0, 1, Some college, Suburban, 1, 1, 33277
1, 1, High school, Urban, 0, 1, 28907
0, 0, Less than high school, Urban, 0, 1, 22281
0, 0, Bachelor's degree +, Urban, 0, 1, 70192
1, 0, High school, Rural, 1, 1, 32321
1, 1, Some college, Rural, 1, 0, 33349
1, 1, Some college, Suburban, 0, 1, 33256
1, 1, High school, Suburban, 0, 1, 28845
0, 0, Some college, Suburban, 0, 0, 39813
0, 1, High school, Urban, 0, 1, 28969
1, 0, Bachelor's degree +, Rural, 0, 1, 70326
0, 1, High school, Suburban, 0, 0, 28847
1, 1, Less than high school, Urban, 0, 1, 20766
1, 1, High school, Suburban, 0, 1, 28896
0, 1, Less than high school, Suburban, 1, 0, 20812
1, 0, Bachelor's degree +, Urban, 1, 1, 70046
1, 0, Some college, Suburban, 0, 1, 40077
0, 0, Some college, Suburban, 0, 1, 39707
1, 0, High school, Suburban, 1, 0, 32234
1, 1, Bachelor's degree +, Urban, 0, 1, 54525
1, 0, High school, Rural, 0, 1, 32304
1, 1, Bachelor's degree +, Suburban, 0, 1, 54479
1, 1, High school, Urban, 1, 0, 28896
1, 1, Less than high school, Rural, 0, 1, 20846
0, 1, High school, Urban, 0, 1, 28932
1, 1, Bachelor's degree +, Suburban, 1, 0, 54884
0, 1, High school, Suburban, 1, 1, 28882
0, 1, Some college, Rural, 0, 0, 33218
1, 1, Bachelor's degree +, Suburban, 1, 1, 54530
0, 0, Bachelor's degree +, Urban, 1, 0, 70544
0, 0, Some college, Urban, 0, 1, 39782
1, 0, Bachelor's degree +, Suburban, 0, 1, 69997
1, 1, Bachelor's degree +, Suburban, 0, 1, 54502
0, 1, Bachelor's degree +, Suburban, 1, 0, 54366
1, 0, High school, Urban, 0, 0, 32339
1, 0, High school, Suburban, 0, 1, 32323
0, 1, Bachelor's degree +, Suburban, 0, 0, 54310
0, 0, Some college, Suburban, 0, 1, 39846
1, 0, Some college, Urban, 0, 0, 39701
0, 1, High school, Urban, 0, 0, 28869
1, 1, Some college, Urban, 0, 0, 33240
0, 0, Some college, Suburban, 0, 1, 39760
0, 0, Some college, Suburban, 0, 0, 39788
0, 1, Bachelor's degree +, Suburban, 0, 1, 54485
1, 1, Bachelor's degree +, Rural, 1, 0, 54511
0, 1, Bachelor's degree +, Rural, 0, 1, 54617
0, 0, High school, Suburban, 1, 0, 32239
1, 0, High school, Urban, 1, 1, 32402
1, 1, Bachelor's degree +, Urban, 0, 1, 54442
1, 1, Less than high school, Suburban, 1, 1, 20779
0, 1, Bachelor's degree +, Suburban, 0, 0, 54356
1, 0, High school, Rural, 1, 0, 32280
0, 0, Bachelor's degree +, Suburban, 1, 0, 70762
1, 0, Some college, Urban, 0, 1, 39787
1, 1, Bachelor's degree +, Rural, 0, 1, 54634
0, 0, High school, Urban, 1, 0, 32185
1, 1, Bachelor's degree +, Rural, 0, 0, 54219
1, 1, High school, Suburban, 0, 1, 28954
0, 1, Some college, Suburban, 0, 1, 33320
1, 1, Bachelor's degree +, Suburban, 1, 0, 54382
0, 0, Less than high school, Suburban, 0, 0, 22244
1, 1, Less than high school, Rural, 0, 0, 20873
0, 1, Bachelor's degree +, Suburban, 1, 0, 54381
0, 0, Bachelor's degree +, Rural, 0, 1, 70146
1, 0, High school, Rural, 0, 1, 32288
0, 1, Bachelor's degree +, Suburban, 0, 1, 54371
0, 1, Bachelor's degree +, Urban, 0, 1, 54446
0, 1, Bachelor's degree +, Urban, 0, 1, 54524
1, 1, Bachelor's degree +, Suburban, 1, 0, 54475
1, 0, High school, Suburban, 1, 0, 32332
0, 1, Some college, Rural, 0, 1, 33577
0, 0, Bachelor's degree +, Suburban, 0, 1, 70348
0, 0, Bachelor's degree +, Suburban, 1, 1, 70222
1, 0, Less than high school, Urban, 0, 1, 22133
0, 1, Bachelor's degree +, Urban, 1, 1, 54553
1, 1, Some college, Suburban, 0, 0, 33332
0, 0, High school, Rural, 0, 0, 32395
0, 0, Bachelor's degree +, Suburban, 0, 1, 70443
0, 0, Bachelor's degree +, Suburban, 0, 0, 70446
0, 0, Bachelor's degree +, Urban, 1, 0, 70572
1, 0, High school, Rural, 0, 1, 32265
1, 0, High school, Suburban, 0, 1, 32307
1, 0, Bachelor's degree +, Urban, 0, 1, 70908
0, 1, Bachelor's degree +, Urban, 0, 0, 54531
0, 0, Some college, Urban, 0, 1, 39845
1, 0, Some college, Suburban, 0, 0, 39842
0, 1, Some college, Urban, 0, 0, 33255
0, 0, Bachelor's degree +, Urban, 0, 0, 70546
0, 1, Bachelor's degree +, Urban, 0, 1, 54523
1, 1, Bachelor's degree +, Urban, 0, 0, 54480
1, 1, Some college, Suburban, 0, 0, 33444
1, 1, High school, Urban, 0, 1, 28806
0, 1, High school, Suburban, 0, 1, 28877
1, 1, Less than high school, Suburban, 0, 1, 20919
0, 0, High school, Urban, 0, 1, 32238
1, 0, High school, Urban, 1, 1, 32366
0, 0, Bachelor's degree +, Suburban, 0, 1, 70749
0, 1, Bachelor's degree +, Suburban, 0, 1, 54314
1, 0, Some college, Suburban, 0, 1, 39794
1, 0, High school, Rural, 0, 1, 32328
1, 0, Some college, Suburban, 0, 1, 39835
1, 1, High school, Urban, 1, 0, 28992
1, 1, Bachelor's degree +, Suburban, 1, 1, 54551
0, 0, High school, Suburban, 0, 1, 32150
1, 1, Bachelor's degree +, Urban, 0, 1, 54758
0, 0, Some college, Urban, 0, 0, 39829
0, 0, Bachelor's degree +, Urban, 1, 0, 70443
1, 1, Bachelor's degree +, Rural, 0, 0, 54409
0, 1, Bachelor's degree +, Suburban, 0, 0, 54453
1, 1, High school, Urban, 1, 1, 28915
1, 1, Some college, Suburban, 1, 1, 33437
1, 1, Some college, Suburban, 0, 1, 33314
0, 0, Bachelor's degree +, Suburban, 0, 1, 70113
1, 0, Bachelor's degree +, Suburban, 0, 1, 70425
0, 1, Bachelor's degree +, Suburban, 0, 1, 54623
1, 1, Bachelor's degree +, Urban, 0, 1, 54520
1, 1, Some college, Rural, 1, 1, 33377
1, 1, Bachelor's degree +, Rural, 1, 1, 54669
1, 1, Bachelor's degree +, Urban, 0, 0, 54250
0, 0, Bachelor's degree +, Urban, 1, 0, 70652
1, 1, High school, Suburban, 0, 1, 28898
1, 1, Less than high school, Urban, 0, 1, 20784
0, 0, Some college, Suburban, 0, 0, 39830
1, 1, High school, Suburban, 1, 1, 28766
0, 0, Bachelor's degree +, Urban, 0, 0, 70344
0, 1, High school, Suburban, 0, 1, 28956
1, 0, Some college, Suburban, 0, 0, 39750
1, 0, Bachelor's degree +, Rural, 0, 0, 70517
1, 0, Bachelor's degree +, Urban, 0, 1, 70351
1, 0, Bachelor's degree +, Rural, 1, 0, 70461
0, 0, Some college, Suburban, 0, 0, 39802
0, 0, Some college, Urban, 0, 1, 39531
0, 1, High school, Suburban, 0, 0, 28813
1, 1, Bachelor's degree +, Urban, 1, 0, 54488
1, 0, High school, Urban, 1, 1, 32317
0, 0, Bachelor's degree +, Suburban, 1, 1, 70562
1, 1, High school, Suburban, 0, 1, 28950
1, 0, Some college, Suburban, 0, 1, 39829
0, 0, Bachelor's degree +, Urban, 0, 1, 70817
0, 1, Some college, Suburban, 0, 1, 33352
0, 0, High school, Suburban, 0, 0, 32413
1, 1, Bachelor's degree +, Suburban, 1, 1, 54395
1, 1, Bachelor's degree +, Suburban, 0, 1, 54329
0, 0, Bachelor's degree +, Suburban, 0, 0, 70144
0, 0, Bachelor's degree +, Urban, 0, 1, 70886
1, 1, Less than high school, Urban, 0, 1, 20721
0, 1, Bachelor's degree +, Urban, 1, 1, 54553
1, 0, Less than high school, Suburban, 0, 0, 22214
1, 1, Bachelor's degree +, Suburban, 1, 1, 54660
1, 1, High school, Rural, 0, 1, 28997
1, 0, Bachelor's degree +, Suburban, 0, 0, 69864
1, 0, Less than high school, Rural, 1, 1, 22070
1, 0, Some college, Rural, 0, 0, 39824
1, 1, Bachelor's degree +, Rural, 0, 1, 54435
1, 1, High school, Suburban, 0, 1, 29042
1, 0, Bachelor's degree +, Urban, 0, 1, 70338
0, 0, Bachelor's degree +, Urban, 0, 1, 70389
1, 1, Bachelor's degree +, Rural, 0, 1, 54461
1, 1, High school, Rural, 1, 1, 28915
0, 0, High school, Suburban, 0, 0, 32276
1, 1, Some college, Rural, 0, 1, 33384
0, 0, Less than high school, Urban, 1, 1, 22224
1, 1, Some college, Rural, 0, 1, 33205
1, 0, High school, Urban, 0, 1, 32499
1, 1, Some college, Suburban, 1, 1, 33297
0, 0, Some college, Suburban, 0, 0, 39744
0, 0, Bachelor's degree +, Suburban, 1, 1, 70017
1, 1, Less than high school, Suburban, 0, 1, 20836
